density	 t_tilde	 bins	 Energy	 EnVariance	 VarianceofTotE	 VarianceOfV 
0.02	0.014	46	0.0004442	0.000149615	0.152494	0.0147331
0.02	0.014	47	0.000440482	0.000146478	0.152053	0.0144122
0.02	0.014	48	0.00041417	0.00014577	0.150723	0.0141368
0.02	0.014	49	0.000420084	0.000142915	0.151728	0.013926
0.02	0.014	50	0.000417323	0.000140084	0.151706	0.0136353
0.02	0.014	51	0.000440105	0.000139177	0.153673	0.013718
0.02	0.014	52	0.000414915	0.000138761	0.152395	0.0134853
0.02	0.014	53	0.000392998	0.000137863	0.151738	0.0131938
0.02	0.014	54	0.000396248	0.000135349	0.151367	0.0129691
0.02	0.014	55	0.000426595	0.000136247	0.154071	0.0133364
0.02	0.014	56	0.000421423	0.000133912	0.153498	0.0130951
0.02	0.014	57	0.000415377	0.0001317	0.153123	0.0128505
0.02	0.014	58	0.000412167	0.000129468	0.153191	0.0126158
0.02	0.014	59	0.00040445	0.000127503	0.15237	0.0124122
0.02	0.014	60	0.000411874	0.000125594	0.152163	0.0122393
0.02	0.014	61	0.000391865	0.000125119	0.151109	0.01206
0.02	0.014	62	0.00039926	0.000123319	0.150885	0.0118989
0.02	0.014	63	0.000412594	0.00012208	0.151559	0.0118079
0.02	0.014	64	0.000396788	0.000121192	0.150752	0.0116252
0.02	0.014	65	0.000424561	0.000122468	0.1516	0.0116727
0.02	0.014	66	0.00042737	0.000120645	0.151759	0.0115093
0.02	0.014	67	0.000426361	0.000118848	0.151798	0.0113337
0.02	0.014	68	0.000451577	0.000119746	0.154028	0.0116443
0.02	0.014	69	0.000456197	0.000118099	0.155247	0.0115783
0.02	0.014	70	0.000436137	0.000118104	0.154206	0.0114508
0.02	0.014	71	0.000436054	0.00011644	0.153633	0.0113061
0.02	0.014	72	0.000442517	0.000115002	0.153609	0.0111762
0.02	0.014	73	0.000426282	0.000114567	0.152939	0.0110213
0.02	0.014	74	0.000428954	0.00011305	0.153392	0.0108955
0.02	0.014	75	0.000407169	0.000113622	0.152398	0.0107877
0.02	0.014	76	0.000399124	0.000112412	0.151807	0.0106461
0.02	0.014	77	0.000406808	0.000111214	0.151592	0.01054
0.02	0.014	78	0.000419464	0.000110506	0.152494	0.0105236
0.02	0.014	79	0.000411179	0.000109418	0.152028	0.0103835
0.02	0.014	80	0.000400535	0.000108566	0.151271	0.010268
0.02	0.014	81	0.000377239	0.000109697	0.150368	0.0101711
0.02	0.014	82	0.000363057	0.000109272	0.149558	0.010062
0.02	0.014	83	0.000348446	0.000108928	0.148691	0.00996136
0.02	0.014	84	0.000343021	0.000107766	0.148157	0.00984548
0.02	0.014	85	0.000343984	0.000106503	0.147792	0.00974033
0.02	0.014	86	0.000355766	0.000105914	0.148958	0.00977377
0.02	0.014	87	0.000359536	0.000104764	0.149312	0.00968444
0.02	0.014	88	0.000363588	0.000103651	0.149274	0.00958908
0.02	0.014	89	0.000352975	0.000103029	0.148504	0.00949972
0.02	0.014	90	0.000365389	0.000102629	0.148898	0.00946209
0.02	0.014	91	0.000357056	0.000101839	0.148213	0.00937159
0.02	0.014	92	0.000356299	0.000100735	0.148197	0.0092673
